      57.8098      -60.9548
      63.9193      -61.0293
      69.5677      -61.1849
      74.8703      -60.8570
      82.5937      -60.5266
      88.8184      -60.7623
      95.5043      -60.9975
      102.651      -60.9903
      107.954      -61.0656
      102.882      -60.2642
      98.6167      -59.5427
      102.767      -58.9740
      108.876      -58.2421
      112.565      -55.2545
      110.605      -55.3371
      110.375      -54.7728
      112.680      -53.0770
      113.256      -52.3506
      111.527      -52.1910
      113.026      -49.7701
      112.911      -49.2057
      111.873      -49.3681
      112.104      -46.5453
      110.836      -44.5304
      109.452      -42.1125
      110.144      -41.6279
      108.646      -38.8068
      107.723      -39.0497
      108.991      -37.3549
      107.493      -36.7112
      106.225      -35.9867
      106.340      -34.5350
      107.723      -34.1303
      106.686      -33.4056
      105.648      -32.0357
      105.994      -31.3901
      104.726      -30.9075
      103.689      -30.2634
      105.187      -30.1006
      102.767      -29.2160
      97.4640      -29.2213
      91.7003      -29.3884
      84.3228      -29.9604
      79.3660      -29.4815
      73.3718      -29.1650
      65.3026      -28.8505
      56.8876      -28.9396
      54.3516      -28.9422
      55.6196      -29.5054
      53.7752      -29.8299
      55.7349      -30.3118
      53.8905      -31.2007
      53.0836      -31.2015
      53.1988      -31.9272
      54.4669      -32.3292
      53.1988      -33.3788
      52.1614      -33.3799
      52.1614      -34.2670
      53.1988      -34.9111
      52.2767      -36.0411
      51.4697      -37.7354
      51.8156      -38.6222
      50.5476      -39.1073
      51.4697      -39.9935
      50.6628      -41.1233
      50.6628      -42.0911
      50.4323      -44.1881
      49.9712      -46.7692
      49.0490      -46.8508
      49.8559      -47.9790
      49.9712      -48.9466
      49.9712      -49.9950
      48.9337      -49.9960
      50.0865      -51.5271
      44.8991      -50.6453
      45.2450      -52.9030
      50.3170      -54.4301
      52.2767      -56.0411
      54.5821      -57.9742
      61.6138      -58.7736
      58.5014      -59.9864
      59.7695      -60.4690
      57.9251      -60.9547
