      117.983      -55.2490
      123.401      -54.8403
      128.588      -54.4319
      133.084      -53.7822
      137.695      -53.4550
      142.305      -53.2084
      145.879      -53.7693
      150.144      -54.4908
      151.066      -52.9576
      151.297      -51.9090
      153.602      -52.2292
      154.755      -51.0184
      156.254      -49.8072
      156.715      -49.1616
      156.254      -48.8395
      157.061      -47.8709
      158.213      -47.7891
      159.251      -46.2558
      159.942      -44.8035
      157.983      -44.2410
      158.905      -43.5949
      155.908      -42.3882
      155.908      -42.3882
      156.369      -40.9361
      156.254      -40.2104
      150.375      -41.1841
      147.839      -40.7028
      151.182      -39.7317
      150.490      -38.3614
      151.412      -37.1508
      150.259      -36.0229
      136.542      -38.5368
      133.660      -38.0558
      131.585      -39.1063
      128.818      -38.8671
      128.242      -39.4322
      126.859      -39.3530
      124.784      -41.6131
      125.591      -41.8543
      124.438      -43.3070
      126.282      -44.1116
      123.631      -44.4369
      123.746      -44.9206
      122.939      -46.5344
      125.360      -46.9351
      123.977      -48.0656
      123.055      -49.6794
      123.631      -50.0014
      120.865      -51.3752
      115.101      -52.9939
      117.061      -53.1532
      113.833      -53.9629
      120.749      -53.6333
      117.983      -55.3297
