      223.944       52.6240
      223.944       53.6560
      224.070       54.7600
      224.197       55.9120
      223.775       57.1120
      223.310       58.4080
      222.845       59.7280
      222.634       60.8560
      222.169       61.8400
      221.704       62.9200
      221.662       63.2080
      223.479       63.3520
      225.761       63.5680
      227.662       63.6400
      229.563       63.7360
      231.803       63.8320
      234.000       64.0720
      235.944       64.1920
      237.085       64.2640
      237.380       63.4480
      237.676       62.7760
      238.056       62.4640
      239.958       62.4160
      241.141       62.3680
      242.704       62.2000
      242.070       61.3120
      241.648       60.5200
      241.141       59.7520
      240.718       58.8400
      240.254       57.9280
      239.958       56.8960
      239.789       56.0080
      239.282       55.1680
      238.986       54.2320
      238.479       52.9840
      236.958       52.9840
      235.521       52.8640
      233.958       53.0320
      232.563       52.8400
      231.254       53.1280
      230.324       52.6960
      228.634       52.5760
      228.254       53.1040
      227.704       52.5760
      225.338       52.5760
      223.944       52.6000
      223.944       52.9840
